图像名称,图像概念,图像叙事,类别,距离,图像情感类别,检查,概念
115884.jpg,气门脏,"小福节气门脏,egr(废气再循环控制系统)问题",6,1,0,1.0,
115887.jpg,继母怀孕；老爸身亡,"继母怀孕3个月,老爸车祸身亡,她的话被一口否决||程程",5,1,0,,
115888.jpg,地铁3号,沈阳今年建地铁3号6号线,5,1,0,,
115894.jpg,资料员证书,盘锦市资料员证书网上办理的靠谱吗,9,1,0,1.0,
115897.jpg,华夏边缘；书籍,华夏边缘-历史记忆与族群认同,9,1,0,,
115898.jpg,指示灯,缓速器指示灯,6,1,0,1.0,
115904.jpg,杭州；地铁,杭州4条地铁线8个站点出入口位置明确,5,1,0,,
115905.jpg,客房；宽敞明亮,客房真正地做到了宽敞明亮,10,3,0,1.0,
115906.jpg,板牙；白色,"从小两颗板牙前面就是白色的,请问这是怎么导致的?如何治疗?",8,1,0,,
115908.jpg,里约难题；篮球；新老交替,反思里约难题待解 篮球陷新老交替阵痛,3,3,0,,
115909.jpg,艾灸；穴位,"艾灸透10大穴位,想病都难!",8,1,0,,
115910.jpg,老股民；血亏,一位血亏退市老股民的肺腑之言,2,1,0,,
115913.jpg,家居电商；减价,双十一家居电商大减价 网购家居产品多留几个心眼儿,15,3,0,1.0,
115919.jpg,caz城市客厅；西枢纽新城,珠西枢纽新城将打造成caz城市客厅!控制性详细规划在此,5,1,0,1.0,
115920.jpg,过期；食物,厨房里的5种食物不会过期放多久都能吃别傻傻浪费了,7,1,0,,
115921.jpg,色拉油；料酒,"色拉油1桶,盐2克,料酒5克,生粉300克.",7,1,0,,
115922.jpg,必胜客披萨,必胜客披萨哪个最好吃⊙披萨只认必胜客?,7,3,0,,
115923.jpg,盈利；财务报告,"期间非国际财务报告准则盈利6.67亿元,同比增长79.",2,1,0,,
115924.jpg,对症治疗,常说对症治疗应如此,8,1,0,,
115925.jpg,牛肉；条状,"将牛肉切成条状,倒入色拉油,腌一小时,备用.",7,1,0,,
115927.jpg,涨停,"涨停,涨停,涨停 两只""工业母机""领涨股起飞后""鸣警""了",2,1,0,1.0,
115928.jpg,五粮液集团；巨人集团,五粮液集团与巨人集团携手投资具有保健功效的黄金酒,7,1,0,,
115930.jpg,神经虚弱；异常表现,"当神经虚弱发病之后,患者不仅会有多种异常的表现、",8,1,0,,
115932.jpg,猪肉；食品,猪肉是人们餐桌上重要的动物性食品之一,7,1,0,,
115933.jpg,蟾蜍；红棕色,雌性为红棕色或棕黄色.鼓膜部有三角形黑斑.,10,1,0,,
115934.jpg,越南；美国；金兰湾停航母,"美示好越南,欲租借金兰湾停航母?网友:给东风-21d加靶子",12,3,0,,
115935.jpg,成都；唯怡,"在成都餐桌上大获成功的唯怡,有时候也会遭遇幸福的烦恼.",7,1,0,,
115937.jpg,手机电池,适用于g28体温计老人手机电池国产机通用电板核对版本和尺寸w为伴,6,1,0,1.0,
115942.jpg,鸡缸杯；御藏阁博物馆,传说中只有十九只的鸡缸杯在御藏阁博物馆终于打破了第二十只将在,14,1,0,,
115944.jpg,生产线；全自动化,生产过程采用全自动化电脑生产线及c,6,1,0,1.0,
115945.jpg,面膜；祛痘排毒,面膜补水美白淡斑祛痘排毒提亮肤色祛痘印淡化色斑去黑头女男学生,8,1,0,1.0,
115946.jpg,奶粉；大比拼,"你们要的奶粉来了,28款进口国产奶粉全方位大比拼",7,1,0,,
115951.jpg,平板半挂车,75米低平板半挂车亮相工信部,0,3,0,1.0,
115952.jpg,airpods2,airpods2待简易开箱体附带对比pdd山寨版,6,1,0,,
115953.jpg,特调饮品；夏日,一杯专属夏日的特调饮品就大功告成啦,7,1,0,,
115954.jpg,研二；进修,"同学们可以在研二的时候,上半年去英国皇艺进修",10,3,0,,
115955.jpg,家长会；期中考试,封丘县城关乡第一中学召开期中考试家长会,9,3,0,,
115957.jpg,江滩夜景,江滩夜景,10,3,0,,
115959.jpg,偷茅台；全部喝掉,"男子超市偷茅台,回家全部喝掉",5,1,0,,
115960.jpg,范文；求职信,应届会计专业求职信范文,9,1,0,1.0,
115962.jpg,混合运算；学前班,一百以内的混合运算 幼儿园数学学前班大班小学一年级上册下册算数题,9,1,0,,
115963.jpg,中期财报,九毛九集团2021年中期财报,2,1,0,,
115964.jpg,限行时间,2020新密限行时间和范围,5,1,0,,
115965.jpg,违法；走廊规划,商家把走廊封作橱窗规划局强拆后被判违法,13,1,0,1.0,
115967.jpg,黄瓜；肥料,黄瓜用哪种水溶肥长势旺黄瓜上什么肥料好黄瓜用什么化肥好,10,1,0,,
115969.jpg,留学顾问,"快去留学了,我终于见到相处1年的留学顾问,场面是这样",9,1,0,1.0,
115970.jpg,疲劳状态；猝死风险,"别拿累不当一回事儿!疲劳状态持续6个月以上,猝死风险增加",8,3,0,,
115971.jpg,骨折；病假,"我被车撞骨折,三个月的病假,我只休一个多月",8,1,0,,
115972.jpg,小毛驴爬山坡；音乐,简谱版小学一年级音乐下册唱歌小毛驴爬山坡,9,1,0,,
115973.jpg,高脚杯；红酒杯,高脚杯 红酒杯大肚子,7,1,0,,
115977.jpg,考研,考个研把人都逼成啥样了,9,1,0,,
115980.jpg,埃科；外国书籍,埃科 小说 作品集 外国书籍 上海译文出版社,14,1,0,,
115983.jpg,作画,"作画要以少少许,胜人多多许",14,1,0,,
115984.jpg,调节带,"调节带可满足不同人的需求,根据自己的需求调整大小,简单方便.",11,1,0,1.0,
115986.jpg,女排；郎平,"女排众星亮点多,郎平做奶昔",3,1,0,,
115987.jpg,水痘；死亡,"出生7天,感染水痘死亡:麻疹,水痘.儿童春季传染病一次讲清楚",8,1,0,,
115989.jpg,笔画,"垂露竖多以主要笔画出现在字中,要认真练好.",14,1,0,,
115990.jpg,入则安静；出则繁华,"临河,公园,学校,商业,商务.入则安静,出则繁华.",10,3,0,,
115991.jpg,挂壁天路,挂壁天路,10,3,0,,
115992.jpg,海王星；天文学家,天文学家就开始怀疑海王星外是不是真的空无一物了,6,1,0,1.0,
115993.jpg,吵架；女人；不低头,"吵架后多数的女人都是倔强的不低头,觉得男人就应该大方",5,1,0,,
115995.jpg,小荷,"小荷才有新意,陌上风凉无痕",10,1,0,,
115996.jpg,招人；excel,"对不起,我们公司不招25岁还用不好excel的人",2,1,0,1.0,
115997.jpg,音乐；语言,音乐就是我们之间互通的语言,14,1,0,,
115999.jpg,收费标准；复读班,2021齐河的复读班收费标准,9,3,0,,
116000.jpg,国美；产品,产品全又好玩国美是怎样做到的,15,3,0,1.0,
116005.jpg,脸两侧；一粒一粒的,脸两侧红红的:还一粒一粒的～从初中就开始,8,1,0,,
116007.jpg,法律；弱肉,"乏力的法律和孱弱的用户,成为丛林法则中的""弱肉"".",5,1,0,,
116008.jpg,中国茶,中国茶:一次性讲清楚(收藏),14,1,0,,
116011.jpg,约会；连衣裙,"既然决定了美美哒去约会,自然要穿上气质最出众的连衣裙.",11,3,0,,
116013.jpg,拔罐器；真空,真空拔罐器速返可用花呗信用卡,8,1,0,,
116016.jpg,砌墙机器人,老外发明砌墙机器人,6,1,0,,
116017.jpg,乐府诗集；近代曲词,《乐府诗集》卷七十九《近代曲词》载有《凉州歌》,14,1,0,,
116021.jpg,型社死；国乒队,一个大型社死现场也不过如此.狠还是国乒队狠.,3,1,0,,
116022.jpg,胃与肠消化道；诊断,胃与肠消化道结核诊断与展,8,1,0,,
116025.jpg,皇冠；混合动力,一汽丰田皇冠陆放8月份正式上市混合动力优势明显,6,1,0,,
116028.jpg,运动员；篮球裁判,"国家一级运动员,国家一级篮球裁判,东莞南城运动会第一、二届篮球赛冠军",3,1,0,,
116029.jpg,西安,冬之旅——古都西安,10,1,0,,
116030.jpg,溢价率；新苑,"新苑五路南侧地块,溢价率39%",10,3,0,1.0,
116031.jpg,吊盆；接受阳光,"除参照盆花的养护外,还要经常转换吊盆方向,使不同部位均能接受阳光",10,1,0,,
116032.jpg,思域；拉手,本田十代思域专用车门内拉手装饰框 16新思域内门碗贴片内饰改装,6,1,0,,
116033.jpg,壁纸；动物,壁纸 动物 虎 老虎 桌面,10,1,0,1.0,
116034.jpg,武汉三镇," 隔江鼎立,古称""武汉三镇"",每一个""镇""都各有分区",10,3,0,,
116036.jpg,吞咽；异物感；消化系统疾病,"吞咽异物感吞咽异物感的情况,通常发生在患有消化系统疾病的患者",8,1,0,,
116038.jpg,水；漫天沙尘；淤积,"远古的狂风,带来漫天沙尘,一层层地淤积在水中.",10,3,0,,
116039.jpg,资质代理公司；考察,"企业在选择资质代理公司时一定要多方考察,现在的资质代理公司是越来",10,3,0,,
116041.jpg,甪直；古代桥梁,"很多有识之士都感慨的说,看了甪直,实际就等于参观了一个古代桥梁的",10,3,0,,
116042.jpg,城垣,城垣 建筑,10,3,0,,
116043.jpg,篮网；球权,"根本不现实!更何况,篮网的球权大多数会在杜兰特和欧文的手中.",3,3,0,,
116045.jpg,域虎；促销,江铃域虎店内促销3000元现金优惠,6,1,0,,
116047.jpg,曹操；董卓,"曹操行刺董卓失败,和陈宫一起潜逃到成皋时,投宿在吕伯奢家中.",14,1,0,,
116053.jpg,硅隆新材料；冷轧,河南硅隆新材料有限公司专注冷轧设备助力制造强国,6,1,0,1.0,
116054.jpg,铁路；通车运营,阳安二线铁路西乡至石泉段通车运营,5,1,0,1.0,
116056.jpg,学校工作；信任与支持,"首先非常感谢您对学校工作的一贯理解,信任与支持",9,1,0,,
116062.jpg,山盟海誓,"12星座中这些星座男一诺千金,许下的山盟海誓一定可信",10,3,0,,
116063.jpg,民乐；总谱,布依风情-民乐合奏总谱及分谱,14,1,0,,
116064.jpg,广东宏远；广厦辽宁,广东宏远坐拥五外援完胜广厦辽宁三外援,3,3,0,,
116070.jpg,黄忠；夏侯渊,"黄忠阵斩夏侯渊,刘备却说斩夏侯渊何用,杀此人胜夏侯",14,1,0,,
116074.jpg,房产赠与；过户；税费计算,首先我们来看看直系亲属房产赠与和过户的税费计算方式,2,1,0,1.0,
116076.jpg,新华字典,民字在新华字典里是第几页,9,1,0,,
116081.jpg,阆中；江景,阆中江景客栈,10,3,0,,
116084.jpg,铝；拉手,铝内嵌拉手,15,1,0,1.0,
116088.jpg,春季厚底；男士休闲鞋,2016春季厚底运动男鞋韩版潮流男士休闲鞋,11,1,0,1.0,
116089.jpg,翻炒均匀,"再次翻炒均匀,停火,淋明油5克.",7,1,0,,
116090.jpg,国际高中；创办,"德威国际高中,由珠海华发教育与德威国际教育集团共同创办.",9,3,0,,
116091.jpg,凯迪拉克；导航,"供应凯迪拉克xts免拆中控加装导航,倒车影像等",6,1,0,,
116092.jpg,书法教学,"现创立启功体书法教学研究与推广中心网站,专门从事启功书法的理论",14,1,0,,
116093.jpg,甲醛；幼儿园,"严把安全关,幼儿园除甲醛允善环保在行动|甲醛|幼儿园",9,3,0,,
116094.jpg,港饮；百香果,肯定要来一杯港饮啦 柠檬百香果的双重维生素,7,1,0,,
116096.jpg,无症状感染者,"疫情期间,无症状感染者更要提防!",8,1,0,,
116098.jpg,大水；离开家园,"大水还是迫使很多父老乡亲离开家园,然而,水火无情!",5,1,0,,
116106.jpg,家具；椅子,家具>椅/凳/榻>椅子/凳子>邦云聚惠>邦云聚惠a1椅子/凳子>,15,1,0,1.0,
116109.jpg,癌症；细菌,"20%的癌症是由细菌,病毒引起的!这几种千万要注意.",8,1,0,,
116110.jpg,典型代表；华为组织,华为铁三角:华为组织协同的典型代表,6,1,0,1.0,
116113.jpg,九江市；排水防涝,九江市排水防涝设施建设规划,5,1,0,,
116114.jpg,时尚大咖；审美标准,成为时尚大咖也就证明了你的审美标准就是高,11,3,0,,
116115.jpg,大宗商品市场,大宗商品市场的情况也类似:在过去几个月表现逊于铜和原油之后,2,1,0,,
116117.jpg,永建家居用品有限公司,广东省佛山市顺德区伦教街道羊大路38号永建家居用品有限公司,0,1,0,1.0,
116121.jpg,女人；仪态,女人的仪态果然还是很重要,11,2,0,,
116124.jpg,烧烤店；南村,南村这间烧烤店用传承20年的味道征服你,7,1,0,,
116126.jpg,烧烤；喝酒,新乡烧烤喝酒夜生活,7,1,0,,
116128.jpg,肾虚；脱发掉发,肾虚脱发掉发怎么调理,8,1,0,,
116130.jpg,中药；清热泻火药,每周学中药鉴别:常用清热泻火药鉴别要点总结,8,1,0,,
116133.jpg,手残党；眼线,"这款最新流行的眼线,帮你脱离手残党",11,1,0,,
116135.jpg,饿金命；脆弱,"对爱情全情投入,但饿金命的人豪情很脆弱",14,1,0,1.0,
116137.jpg,本命年；手绳,鸡年本命年编织手绳情人节礼物送女友,11,1,0,1.0,
116138.jpg,烧烤撒粉；铁板烧,味记王孜然烧烤撒粉500克烧烤料干锅料烤鱼料腌制料铁板烧料,7,1,0,,
116139.jpg,孩子；胆小,"长期以往,孩子会变得胆小,没有主见,事事听从父母.",9,1,0,,
116142.jpg,军事；歼-20,中心电视台军事消息报道初次证明,12,1,0,,
116143.jpg,加密细网,加长把加密细f网大漏勺把长一米商用去肉沫捞油渣子,15,1,0,1.0,
116144.jpg,斗牛；微信,"微信建群""斗牛""一天流水数万元 群主从中抽成",5,1,0,,
116145.jpg,祛痘霜；中草药,祛痘霜 神夫草 振威 老偏方乳膏中草药皮肤外用 厂家批发,8,1,0,,
116149.jpg,suv,国产suv神车又换代了,6,1,0,,
116150.jpg,传统木雕；民间手工,广州增城传统木雕:方寸之间彰显民间手工艺魅力,14,1,0,,
116151.jpg,丁丁与埃尔热,丁丁与埃尔热主题展,14,1,0,1.0,
116152.jpg,黄埔鱼珠；国家级试验区,"黄埔鱼珠上升为国家级试验区,与琶洲 金融城",10,3,0,1.0,
116154.jpg,肩头；爸爸,"坐在爸爸肩头,爸爸让你看到更远的地方.",15,1,0,1.0,
116155.jpg,警方；沙坪坝,沙坪坝警方供图,5,1,0,,
116156.jpg,预售；摩托车,摩托车预售正式开启,15,1,0,1.0,
116157.jpg,一战形势图,"一战形势图,黄色与橘黄色为协约国(英法俄等),绿色为同盟国(德国",14,1,0,,
116159.jpg,唐诗,大图大字唐诗2,14,1,0,,
116160.jpg,丰巢快递；超时收费,丰巢快递柜超时收费引热议,5,1,0,,
116161.jpg,文职；锦州军分区,锦州军分区两位待转改文职对象的真情告白,12,1,0,,
116162.jpg,网约车；并购,"全国首例网约车并购出租车,斑马快跑在下一盘什么样的",6,1,0,,
116164.jpg,卖油郎；逃命,故事卖油郎走夜路迷路了老汉来引路靠着香油逃了一命,14,3,0,,
116167.jpg,一妻多夫；妙计,"一条一妻多夫解决中国男多女少社会问题的""妙计"",可谓是赚足了眼球",5,1,0,,
116168.jpg,jmeter；调试错误,牛鹭学院:简单易懂的jmeter调试错误集,6,1,0,,
116169.jpg,冀蒙；风光,冀蒙风光,10,3,0,,
116170.jpg,茄紫色；淘米水,"黑米表皮色素溶于水,所以浸泡后的淘米水会略显茄紫色.",7,1,0,1.0,
116172.jpg,小提琴；装饰品,小提琴装饰品壁挂,15,1,0,1.0,
116175.jpg,露背设计；性感,"采用的是露背的设计,性感风和妩媚感也是很自然的呈现.",11,3,0,,
116177.jpg,阎良；海尔专卖店,"阎良又开了一家海尔专卖店,据说开业价格低",5,3,0,1.0,
116178.jpg,陆军；兵力庞大,是现世界上兵力最为庞大的陆军,12,1,0,,
116180.jpg,海泉湾；恒大,珠海再向西 千亿恒大落子海泉湾,10,3,1,,
116181.jpg,国学服；古装；小孩,改良儿童汉服国学服女童儒裙夏装日常古装小孩中国风套装男童唐装,11,1,0,,
116183.jpg,饺子皮；包饺子,"菜场买的现成饺子皮,开始包饺子吧.",7,1,0,,
116184.jpg,古筝；陈蕾士；演奏家,潮州古筝演奏家 陈蕾士 《陈蕾士》,14,1,0,,
116185.jpg,妻子重病；离婚,结婚十年妻子重病丈夫提离婚丈夫对她没愧疚之心,8,1,0,,
116186.jpg,空军；坠毁,俄罗斯空军一架新型运输机在莫斯科附近坠毁,12,1,0,,
116188.jpg,计算案例；土方工程,园林场地土方工程量计算案例例题、,6,1,0,1.0,
116189.jpg,明尼苏达州；高尔夫球场,明尼苏达州 明尼阿波利斯 塔尔坦公园高尔夫球场,10,3,0,,
116190.jpg,女足；足球锦标赛,郯城一中女足出征世界中学生足球锦标赛,3,1,6,,
116197.jpg,道体虚空,"这是因为道体虚空,虽无处不在却又不为任何人事物所拥有.",14,3,0,,
116198.jpg,浮水天鹅；摆件,仿真浮水天鹅摆件结婚礼物花园庭院酒店喷泉水景水池塘创意装饰,15,1,0,1.0,
116199.jpg,大山深处；山间,大山深处山间水墨图,10,3,0,,
116201.jpg,轮圈；新车,"从预告图中还可以看到,新车的轮圈有望采用双四辐造型设计.",6,1,0,,
116202.jpg,双离合变速箱；搭配,与发动机搭配的是一台来自格特拉克的6速双离合变速箱,6,1,0,,
116203.jpg,中医文化；国医,传承中医文化 弘扬国医精髓,14,1,0,,
116208.jpg,美女间谍；头颅；博物馆；盗走,一战最美女间谍枪决后头颅被博物馆保存83年后却被爱慕者盗走,14,1,0,,
116213.jpg,股东；延期购回,控股股东所持1490万股股权质押延期购回,2,1,0,,
116215.jpg,高等数学,高等数学工科王开帅9787567202023视频,9,1,0,,
116216.jpg,热带雨林；主题餐厅,一年前做的一系列的热带雨林风格主题餐厅,7,1,0,,
116219.jpg,胎儿发育；正常,胎儿发育正常吗,8,1,0,,
116221.jpg,龛室；塑像,"二层每面只有龛室一间,亦各有塑像.",10,3,0,,
116224.jpg,b超；检查,"这是刚刚2个月的b超,现在3个月了还没有检查.这个能看出来吗?",8,1,0,,
116226.jpg,羊肉发白；换水,"半小时换一次水,直到羊肉发白,捞出冲洗干净.",7,1,0,,
116227.jpg,历法；留言,"如果你有任何对于历法的种种问题,疑惑,都非常欢迎在留言区或公众号",14,1,0,,
116230.jpg,威尔特·张伯伦；篮球运动员,威尔特·张伯伦的主要概况是什么,3,3,0,,
116231.jpg,科技感；插画,咕妞妞棒采集到2.5d 科技感插画,6,1,0,,
